"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.48","7.04","7.51","57.00","35.49"
"SR GRID","0.00","0.00","0.48","7.04","7.51","57.00","B. Frequency Profile (%)35.49"
