"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","595","1182","614","371","5","2767"
"Hydro","271","55","97","112","24","559"
"Nuclear","23","27","29","0","0","80"
"Gas, Naptha & Diesel","51","84","25","0","24","184"
"RES (Wind, Solar, Biomass & Others)","47","38","114","1","0","200"
"Total","987","1386","880","484","53","3790"
