"","NR","WR","SR","ER","NER","All India"
"Coal","522","1187","537","421","13","2680"
"Lignite","25","14","43","0","0","81"
"Hydro","116","44","94","36","9","299"
"Nuclear","30","27","44","0","0","101"
"Gas, Naptha & Diesel","28","38","18","0","23","107"
"RES (Wind, Solar, Biomass & Others)","58","63","89","1","0","211"
"Total","778","1373","824","458","45","3479"
