"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.6","-65.5","36.9","-84.8","6.5"
"Actual(MU)","105.2","-63.8","37.8","-85.4","4.0"
"O/D/U/D(MU)","4.6","1.7","0.9","-0.6","-2.5"
