"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.0","-72.6","36.7","-64.5","6.6"
"Actual(MU)","95.6","-86.9","35.7","-54.0","9.9"
"O/D/U/D(MU)","4.6","-14.3","-1.0","10.5","3.3"
