"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.01","9.85","9.86","77.71","12.43"
"SR GRID","0.00","0.00","0.01","9.85","9.86","77.71","B. Frequency Profile (%)12.43"
