"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.8","-96.0","30.6","-60.9","5.4"
"Actual(MU)","108.7","-93.7","23.8","-49.9","5.7"
"O/D/U/D(MU)","-7.1","2.3","-6.8","11.0","0.3"
