"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8850","870","198.3","126.4","-0.6","88"
"","Haryana","7349","0","159.1","117.6","-1.0","297"
"","Rajasthan","6161","126","132.2","55.9","-3.0","102"
"","Delhi","4828","131","102.5","83.1","-2.1","168"
"","UP","11444","2612","246.0","129.3","-0.6","194"
"","Uttarakhand","1564","30","31.9","15.9","-0.7","107"
"","HP","1162","0","25.1","1.5","-0.6","126"
"","J&K","1539","100","26.1","17.8","-5.4","0"
"","Chandigarh","249","0","5.2","5.9","-0.8","0"
"WR","Chhattisgarh","2454","37","55.7","24.3","-0.9","260"
"","Gujarat","8866","70","188.6","43.5","-0.3","558"
"","MP","5495","23","109.9","32.5","-0.7","265"
"","Maharashtra","13666","108","302.3","76.3","6.7","1067"
"","Goa","424","2","8.4","8.5","-0.4","59"
"","DD","253","1","6.0","5.7","0.3","52"
"","DNH","618","18","14.4","13.8","0.6","65"
"","Essar steel","414","15","9.0","9.3","-0.4","0"
"SR","Andhra Pradesh","10296","1000","238.0","71.0","4.2","448"
"","Karnataka","6622","600","137.4","12.7","-0.8","236"
"","Kerala","2915","150","54.4","20.9","1.6","288"
"","Tamil Nadu","11551","588","261.6","75.4","-1.9","243"
"","Pondy","307","40","6.5","6.4","0.1","48"
"ER","Bihar","2011","100","41.1","40.3","0.8","160"
"","DVC","2773","0","55.7","-23.3","-0.7","240"
"","Jharkhand","1026","0","19.1","15.1","-1.8","40"
"","Odisha","3450","0","62.2","10.6","-1.2","200"
"","West Bengal","6692","21","126.4","35.0","5.5","300"
"","Sikkim","74","0","1.3","1.1","0.2","5"
"NER","Arunachal Pradesh","88","4","1.2","1.5","-0.4","31"
"","Assam","1120","181","23.2","13.7","5.2","271"
"","Manipur","113","1","1.3","1.9","-0.6","22"
"","Meghalaya","249","2","4.4","-0.2","0.1","137"
"","Mizoram","56","2","1.0","1.0","0.0","8"
"","Nagaland","93","4","1.3","1.1","-0.1","31"
"","Tripura","192","22","3.0","1.2","0.3","79"
