"","NR","WR","SR","ER","NER"
"Schedule(MU)","84.2","-65.4","45.3","-69.1","5.4"
"Actual(MU)","89.5","-70.5","45.1","-69.8","2.5"
"O/D/U/D(MU)","5.3","-5.1","-0.2","-0.7","-2.9"
