"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.29","4.26","13.33","17.88","55.60","26.52"
"SR GRID","0.00","0.29","4.26","13.33","17.88","55.60","B. Frequency Profile (%)26.52"
