"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.35","5.21","5.56","72.92","21.53"
"SR GRID","0.00","0.00","0.35","5.21","5.56","72.92","B. Frequency Profile (%)21.53"
