"Share of RES in total generation (%)","12.98","4.45","22.41","0.28","0.03","10.18"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","33.17","9.93","36.40","6.89","19.09","21.07"
