"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.06","7.44","7.50","75.30","17.20"
"SR GRID","0.00","0.00","0.06","7.44","7.50","75.30","B. Frequency Profile (%)17.20"
