"","NR","WR","SR","ER","NER"
"Schedule(MU)","80.9","-101.4","41.6","-25.3","-0.4"
"Actual(MU)","66.0","-101.9","41.6","-20.8","-0.3"
"O/D/U/D(MU)","-14.9","-0.5","0.0","4.5","0.1"
