"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4285","0","87.6","43.2","-0.2","142"
"","Haryana","6701","0","115.8","61.2","-0.4","232"
"","Rajasthan","9755","0","208.6","66.8","-1.7","229"
"","Delhi","3177","40","59.7","42.1","0.5","218"
"","UP","11128","2165","222.1","88.3","-2.4","133"
"","Uttarakhand","1618","45","32.3","20.8","1.9","276"
"","HP","1281","0","23.2","17.0","-0.8","52"
"","J&K","1860","328","40.2","37.2","-4.5","214"
"","Chandigarh","185","0","3.4","3.5","0.3","14"
"WR","Chhattisgarh","3262","0","79.4","24.8","-0.4","371"
"","Gujarat","12277","0","275.5","84.5","1.9","320"
"","MP","9145","0","189.5","104.3","-2.1","169"
"","Maharashtra","19372","75","410.1","124.6","4.7","318"
"","Goa","420","0","8.4","7.7","0.5","122"
"","DD","290","0","6.4","6.6","-0.1","10"
"","DNH","682","0","15.9","16.2","0.1","13"
"","Essar steel","350","0","7.4","7.3","0.1","86"
"SR","Andhra Pradesh","6372","0","143.7","28.4","0.2","300"
"","Telangana","6162","500","143.4","79.4","3.4","270"
"","Karnataka","9047","500","194.7","28.4","2.5","474"
"","Kerala","3329","150","62.0","42.4","2.0","274"
"","Tamil Nadu","12220","0","275.8","109.6","-1.7","393"
"","Pondy","310","0","7.0","6.2","0.9","28"
"ER","Bihar","2699","150","55.4","50.5","-0.5","190"
"","DVC","2626","0","56.9","-14.6","-0.7","210"
"","Jharkhand","1108","0","22.4","11.2","0.0","100"
"","Odisha","3550","200","68.2","22.2","2.1","280"
"","West Bengal","7155","0","146.0","33.6","3.3","300"
"","Sikkim","93","0","1.5","1.2","0.4","30"
"NER","Arunachal Pradesh","101","0","2.0","1.2","0.8","44"
"","Assam","1185","99","20.9","13.3","2.6","173"
"","Manipur","135","5","2.0","2.1","-0.1","41"
"","Meghalaya","233","2","5.0","4.7","-1.1","61"
"","Mizoram","88","1","1.2","0.9","0.2","25"
"","Nagaland","98","1","1.7","1.4","0.1","26"
"","Tripura","204","2","2.9","-0.1","0.9","115"
