"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.25","9.31","9.56","76.44","14.00"
"SR GRID","0.00","0.00","0.25","9.31","9.56","76.44","14.00"
