"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7441","0","149.7","94.1","0.8","150"
"","Haryana","6201","0","135.7","90.4","-1.6","162"
"","Rajasthan","7613","0","169.2","67.8","-4.5","171"
"","Delhi","4490","2","96.2","70.8","-4.0","35"
"","UP","10795","1690","239.2","106.4","-4.4","388"
"","Uttarakhand","1686","0","35.9","18.8","0.0","104"
"","HP","1174","0","25.2","4.5","-0.9","65"
"","J&K","1370","100","30.3","15.9","1.0","135"
"","Chandigarh","275","0","5.6","5.4","0.3","38"
"WR","Chhattisgarh","2793","12","63.1","12.7","3.9","455"
"","Gujarat","11987","55","262.1","58.2","3.0","522"
"","MP","6289","11","135.1","74.4","-1.4","258"
"","Maharashtra","16075","344","355.3","106.3","2.9","454"
"","Goa","326","1","7.1","6.8","0.3","39"
"","DD","236","0","5.7","5.9","-0.3","10"
"","DNH","566","1","13.5","14.1","-0.6","15"
"SR","Andhra Pradesh","10105","1800","225.8","74.8","2.9","602"
"","Karnataka","6556","600","122.3","19.8","-1.9","211"
"","Kerala","2535","450","47.6","35.4","2.2","214"
"","Tamil Nadu","9934","1643","226.2","56.6","3.6","565"
"","Pondy","293","0","6.4","6.8","-0.4","34"
"ER","Bihar","1798","500","27.7","33.1","-5.5","280"
"","DVC","2375","100","51.3","-22.0","1.0","150"
"","Jharkhand","940","0","14.2","13.2","-0.5","170"
"","Odisha","3472","0","70.7","18.1","1.6","390"
"","West Bengal","6245","6","115.7","40.4","8.7","510"
"","Sikkim","85","0","1.3","1.2","0.1","3"
"NER","Arunachal Pradesh","99","3","1.3","2.1","-0.8","12"
"","Assam","1100","74","21.1","14.5","1.4","253"
"","Manipur","111","1","1.7","2.1","-0.4","23"
"","Meghalaya","260","11","3.8","0.5","-0.6","82"
"","Mizoram","50","2","1.1","1.2","-0.2","2"
"","Nagaland","90","5","1.6","1.5","-0.3","19"
"","Tripura","199","11","2.6","1.0","-0.1","79"
