"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6118","0","125.5","25.8","0.5","126","0.0"
"","Haryana","6375","413","126.5","67.2","1.9","243","0.3"
"","Rajasthan","9832","319","194.1","57.0","2.3","462","0.8"
"","Delhi","3256","0","61.9","52.0","-1.0","163","0.0"
"","UP","13699","0","274.8","91.3","0.9","668","0.0"
"","Uttarakhand","1789","0","34.0","24.1","0.5","198","0.0"
"","HP","1461","0","25.4","20.0","0.6","113","0.2"
"","J&K","2171","543","43.6","38.0","0.1","235","10.3"
"","Chandigarh","232","0","3.1","3.0","0.2","73","0.0"
"WR","Chhattisgarh","3661","0","80.3","33.1","-1.2","100","0.0"
"","Gujarat","14244","0","317.3","139.1","5.6","456","0.0"
"","MP","9336","0","188.8","86.0","-4.3","235","0.0"
"","Maharashtra","21437","0","461.9","136.1","1.0","368","0.0"
"","Goa","567","0","10.1","9.1","1.0","78","0.0"
"","DD","331","0","7.4","6.4","1.1","117","0.0"
"","DNH","760","0","17.7","16.7","1.0","81","0.0"
"","Essar steel","474","0","9.7","9.5","0.3","197","0.0"
"SR","Andhra Pradesh","8865","0","178.1","46.2","-0.3","964","0.3"
"","Telangana","10044","0","217.9","104.5","0.0","375","0.3"
"","Karnataka","10397","0","229.6","82.6","-0.5","592","0.4"
"","Kerala","3861","0","76.9","49.7","1.7","289","0.1"
"","Tamil Nadu","14570","0","318.9","165.6","1.5","740","0.6"
"","Pondy","345","0","7.2","7.5","-0.3","22","0.0"
"ER","Bihar","4134","0","68.1","64.4","-1.2","200","0.0"
"","DVC","2950","0","67.7","-38.5","-2.6","220","0.0"
"","Jharkhand","1176","0","23.5","13.6","0.2","48","0.0"
"","Odisha","4244","0","80.2","33.3","0.8","225","0.0"
"","West Bengal","7221","0","136.9","27.0","1.9","220","0.0"
"","Sikkim","84","0","1.6","1.5","0.1","10","0.0"
"NER","Arunachal Pradesh","64","41","1.3","1.9","-0.6","59","0.2"
"","Assam","1268","151","19.1","17.1","-0.8","146","1.4"
"","Manipur","141","3","2.0","2.3","-0.3","22","0.0"
"","Meghalaya","318","1","5.0","3.2","-0.1","57","0.0"
"","Mizoram","79","2","1.4","1.1","0.3","34","0.0"
"","Nagaland","115","2","2.0","1.7","0.0","40","0.0"
"","Tripura","244","1","3.5","3.2","0.0","26","0.0"
