"","NR","WR","SR","ER","NER"
"Schedule(MU)","98.6","-93.1","50.0","-64.3","6.9"
"Actual(MU)","109.4","-112.7","55.5","-62.0","8.4"
"O/D/U/D(MU)","10.8","-19.6","5.5","2.3","1.5"
