"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.4","-96.7","34.4","-50.0","6.2"
"Actual(MU)","91.8","-100.7","38.6","-44.1","6.7"
"O/D/U/D(MU)","-13.6","-4.0","4.2","5.9","0.5"
