"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","642","1155","455","410","11","2672"
"Hydro","289","21","139","112","24","586"
"Nuclear","27","28","24","0","0","79"
"Gas, Naptha & Diesel","28","44","25","0","25","121"
"RES (Wind, Solar, Biomass & Others)","54","127","331","1","0","513"
"Total","1041","1375","974","523","59","3972"
