"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4584","0","94.2","44.1","-1.3","7","0.0"
"","Haryana","5058","0","102.6","100.4","0.8","182","0.0"
"","Rajasthan","10916","0","211.3","69.0","-0.5","416","0.0"
"","Delhi","3083","0","59.6","42.6","0.4","196","0.0"
"","UP","14316","0","260.4","121.2","0.0","669","0.9"
"","Uttarakhand","1629","0","31.5","16.3","-0.2","141","0.0"
"","HP","1378","0","25.9","16.5","-0.2","120","0.0"
"","J&K","1925","481","31.3","25.5","-1.7","201","7.4"
"","Chandigarh","163","0","3.0","3.0","0.0","18","0.0"
"WR","Chhattisgarh","3364","0","72.5","25.3","-1.3","172","0.0"
"","Gujarat","13134","0","287.8","77.0","0.5","544","0.0"
"","MP","9931","0","204.4","132.1","-2.5","196","0.0"
"","Maharashtra","17117","0","378.3","127.1","-1.7","415","0.0"
"","Goa","541","0","12.2","10.1","1.5","90","0.0"
"","DD","293","0","6.6","6.2","0.4","50","0.0"
"","DNH","742","0","17.5","17.6","-0.1","26","0.0"
"","Essar steel","288","0","5.2","5.4","-0.2","283","0.0"
"SR","Andhra Pradesh","7787","0","165.1","73.6","0.2","342","0.0"
"","Telangana","7235","0","155.8","41.8","0.0","329","0.0"
"","Karnataka","7699","0","155.8","31.7","0.4","633","0.0"
"","Kerala","3046","0","62.4","49.1","1.0","207","0.0"
"","Tamil Nadu","11720","0","262.4","133.1","-0.7","365","0.0"
"","Pondy","335","0","7.0","7.4","-0.4","44","0.0"
"ER","Bihar","4282","0","75.8","75.1","-0.1","400","0.0"
"","DVC","2856","0","62.7","-24.2","0.1","100","0.0"
"","Jharkhand","1118","0","23.4","15.2","-0.8","50","0.0"
"","Odisha","3794","0","72.0","7.4","-0.4","250","0.0"
"","West Bengal","5616","0","91.1","26.6","0.2","250","0.0"
"","Sikkim","88","0","1.0","1.3","-0.3","20","0.0"
"NER","Arunachal Pradesh","106","6","2.0","1.7","0.1","36","0.0"
"","Assam","1283","57","22.5","17.1","0.0","99","1.1"
"","Manipur","172","2","2.3","2.4","-0.1","36","0.0"
"","Meghalaya","334","3","6.3","2.8","0.2","42","0.0"
"","Mizoram","76","4","1.6","0.8","0.6","8","0.0"
"","Nagaland","101","1","2.0","1.9","-0.1","10","0.0"
"","Tripura","228","13","2.8","2.1","-0.6","67","0.0"
