"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","140.8","-181.7","82.9","-50.1","1.4","-6.7"
"Actual(MU)","133.4","-176.8","82.1","-50.9","2.3","-10.0"
"O/D/U/D(MU)","-7.4","4.9","-0.8","-0.8","0.9","-3.2"
