"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39561","43795","34586","17428","2139","137510"
"Peak Shortage (MW)","500","129","400","200","244","1473"
"Energy Met (MU)","997","1002","855","384","38","3275"
"Hydro Gen(MU)","258","21","34","22","8","344"
"Wind Gen(MU)","26","37","13","----------","----------","77"
