"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.4","0.0","96.5","3.5"
"SR GRID","0.0","0.4","13.7","30.3","14.1","84.1","1.8"
