"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","40824","35188","34682","17425","2067","130186"
"Peak Shortage (MW)","2365","432","452","211","292","3752"
"Energy Met (MU)","895","768","753","346","40","2802"
"Hydro Gen(MU)","300","33","61","70","18","481"
"Wind Gen(MU)","6","87","111","----------","----------","203"
