"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7815","0","165.8","90.2","-0.3","84"
"","Haryana","6413","0","136.3","98.1","-1.4","330"
"","Rajasthan","8575","388","191.3","73.3","4.4","445"
"","Delhi","5323","28","107.7","83.7","-4.0","143"
"","UP","12389","1925","278.2","136.9","2.1","546"
"","Uttarakhand","1680","75","35.5","19.7","0.4","132"
"","HP","1158","0","24.4","3.3","-1.9","30"
"","J&K","1537","100","30.7","18.5","-1.4","93"
"","Chandigarh","325","0","6.2","5.4","0.8","69"
"WR","Chhattisgarh","3021","286","67.7","16.1","3.8","394"
"","Gujarat","13488","33","294.1","45.8","-3.2","334"
"","MP","6815","26","154.2","84.3","-1.7","452"
"","Maharashtra","17930","748","389.4","123.9","-1.5","706"
"","Goa","414","36","8.9","7.6","0.8","42"
"","DD","267","1","5.9","5.5","0.4","24"
"","DNH","643","2","15.0","14.5","0.5","32"
"","Essar steel","419","2","9.3","9.1","0.2","11"
"SR","Andhra Pradesh","5742","400","120.0","20.4","-2.1","470"
"","Telangana","5516","500","125.3","72.6","5.0","377"
"","Karnataka","7361","300","151.4","12.6","-0.8","444"
"","Kerala","2830","700","60.3","35.6","2.4","308"
"","Tamil Nadu","12398","0","277.5","88.5","-4.7","1470"
"","Pondy","333","0","6.8","7.0","-0.3","175"
"ER","Bihar","2384","200","42.7","42.6","-2.4","300"
"","DVC","2480","0","56.3","-19.8","0.3","600"
"","Jharkhand","1036","0","22.2","11.6","0.5","50"
"","Odisha","3786","0","75.5","15.3","-1.1","550"
"","West Bengal","7114","0","144.4","37.9","5.2","400"
"","Sikkim","85","0","1.2","0.9","0.4","25"
"NER","Arunachal Pradesh","103","9","1.6","1.2","0.4","46"
"","Assam","1215","243","23.5","15.0","3.8","269"
"","Manipur","114","13","1.5","1.6","-0.1","23"
"","Meghalaya","272","18","3.8","2.0","-0.5","52"
"","Mizoram","73","7","1.0","1.0","-0.2","15"
"","Nagaland","95","6","1.5","1.5","-0.3","26"
"","Tripura","201","40","3.0","0.9","-0.2","58"
