"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8634","0","196.7","119.0","1.8","255"
"","Haryana","8207","0","178.1","113.0","-1.2","185"
"","Rajasthan","7695","479","179.3","46.1","1.9","277"
"","Delhi","4896","3","102.8","75.2","-2.6","99"
"","UP","11334","3490","253.4","115.5","5.5","628"
"","Uttarakhand","1635","40","34.3","13.0","0.4","187"
"","HP","1223","0","25.2","0.7","-0.4","60"
"","J&K","1722","100","26.8","15.8","0.4","329"
"","Chandigarh","256","0","5.4","5.4","-0.1","33"
"WR","Chhattisgarh","2798","130","58.6","16.1","1.7","328"
"","Gujarat","9132","0","206.4","5.6","-0.5","378"
"","MP","5735","0","113.6","66.4","-0.5","224"
"","Maharashtra","15466","54","333.4","86.8","0.1","569"
"","Goa","406","0","8.0","7.8","-0.2","62"
"","DD","275","0","6.2","6.0","0.2","42"
"","DNH","653","0","14.9","15.2","-0.3","58"
"","Essar steel","469","0","8.1","8.0","0.1","11"
"SR","Andhra Pradesh","5971","200","135.6","40.6","0.6","376"
"","Telangana","5812","300","127.2","70.5","4.5","489"
"","Karnataka","7552","300","151.6","6.0","0.0","320"
"","Kerala","3097","150","55.8","26.1","1.7","215"
"","Tamil Nadu","13126","0","286.2","70.6","1.1","350"
"","Pondy","314","50","6.6","6.5","0.1","35"
"ER","Bihar","2304","250","45.8","43.1","0.3","300"
"","DVC","2646","50","58.0","-12.1","0.4","230"
"","Jharkhand","879","0","20.1","13.3","-0.1","150"
"","Odisha","3670","150","72.9","20.6","2.9","320"
"","West Bengal","6915","20","144.1","42.2","-0.7","400"
"","Sikkim","85","0","1.4","1.0","0.3","35"
"NER","Arunachal Pradesh","110","5","1.6","1.9","-0.3","26"
"","Assam","1128","247","25.6","16.6","3.8","170"
"","Manipur","119","1","1.6","2.4","-0.8","29"
"","Meghalaya","281","9","4.7","1.8","-0.3","65"
"","Mizoram","78","5","1.1","1.3","-0.4","14"
"","Nagaland","105","2","1.6","1.8","-0.3","17"
"","Tripura","205","22","2.9","1.7","-0.4","47"
