"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10307","0","236.1","138.5","-0.4","167","0.0"
"","Haryana","8881","0","177.0","121.4","0.3","256","0.0"
"","Rajasthan","7510","0","154.4","53.2","0.9","342","0.0"
"","Delhi","4933","16","99.5","78.2","-1.0","192","0.1"
"","UP","16197","370","349.4","177.4","0.7","261","0.0"
"","Uttarakhand","1659","0","37.6","13.5","0.9","262","0.0"
"","HP","1182","0","25.1","-3.2","2.1","149","0.0"
"","J&K","1978","494","38.0","13.6","-1.6","106","9.0"
"","Chandigarh","319","0","6.4","6.1","0.2","36","0.0"
"WR","Chhattisgarh","3406","0","79.0","17.1","-1.7","135","0.0"
"","Gujarat","9290","0","212.0","53.9","-0.8","548","0.0"
"","MP","6330","0","138.2","62.4","-2.1","455","0.0"
"","Maharashtra","15761","0","352.4","90.6","4.3","535","0.0"
"","Goa","390","0","8.0","7.5","0.5","60","0.0"
"","DD","275","0","6.3","6.2","0.1","34","0.0"
"","DNH","711","0","16.1","16.3","-0.2","5","0.0"
"","Essar steel","468","0","9.8","9.5","0.3","181","0.0"
"SR","Andhra Pradesh","7435","0","163","41","2.6","576","0.0"
"","Telangana","7936","0","174","93","1.1","410","0.0"
"","Karnataka","7309","0","162","57","1.7","605","0.0"
"","Kerala","3147","0","59","43","1.7","262","0.0"
"","Tamil Nadu","12990","0","303","100","2.3","607","0.0"
"","Pondy","340","0","7","8","-0.3","30","0.0"
"ER","Bihar","3778","0","75.7","74.1","-1.6","200","0.0"
"","DVC","2702","0","62.6","-18.6","-3.7","210","0.0"
"","Jharkhand","1066","0","20.9","13.5","-2.1","120","0.0"
"","Odisha","3733","0","74.9","21.4","2.0","250","0.0"
"","West Bengal","6862","0","125.9","33.0","2.3","300","0.0"
"","Sikkim","95","0","1.8","1.2","0.6","30","0.0"
"NER","Arunachal Pradesh","102","3","2.0","2.7","-0.7","-30","0.0"
"","Assam","1399","166","26.0","20.2","1.1","161","1.8"
"","Manipur","126","3","1.9","2.3","-0.4","12","0.0"
"","Meghalaya","224","0","4.6","-1.2","0.1","48","0.0"
"","Mizoram","67","5","1.3","1.3","0.0","17","0.0"
"","Nagaland","109","3","2.1","2.1","-0.2","35","0.1"
"","Tripura","226","1","3.5","3.1","-0.1","121","0.1"
