"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5377","0","113.0","67.5","1.2","180"
"","Haryana","5861","0","114.9","52.6","0.8","297"
"","Rajasthan","7040","0","150.9","75.0","-3.1","147"
"","Delhi","3957","0","79.6","61.1","-0.5","312"
"","UP","9802","2100","216.1","86.5","-4.9","496"
"","Uttarakhand","1572","75","31.3","16.7","1.1","154"
"","HP","1245","0","24.7","12.2","1.2","320"
"","J&K","1810","100","35.9","21.8","1.6","160"
"","Chandigarh","212","0","3.8","4.0","-0.1","17"
"WR","Chhattisgarh","2693","19","59.7","10.3","-2.0","237"
"","Gujarat","10656","3","231.9","46.1","-1.1","351"
"","MP","6546","0","130.8","73.8","-4.3","211"
"","Maharashtra","15640","76","338.8","100.5","-1.8","528"
"","Goa","375","0","8.2","7.4","0.3","27"
"","DD","259","0","5.1","5.3","-0.3","7"
"","DNH","649","0","15.3","14.9","0.3","60"
"","Essar steel","27","0","5.9","5.4","0.5","51"
"SR","Andhra Pradesh","11268","1000","248.1","82.8","2.6","404"
"","Karnataka","7398","600","157.5","18.3","-0.5","163"
"","Kerala","2814","150","56.9","23.7","1.2","432"
"","Tamil Nadu","11105","1024","245.5","77.9","-1.8","372"
"","Pondy","296","0","6.4","6.3","0.1","34"
"ER","Bihar","1930","0","38.6","37.4","1.1","100"
"","DVC","2553","0","56.1","-16.4","1.1","210"
"","Jharkhand","928","0","19.8","14.4","-2.8","0"
"","Odisha","3306","0","63.1","12.4","0.5","200"
"","West Bengal","6560","0","119.4","26.9","6.6","380"
"","Sikkim","86","0","1.5","1.0","0.4","21"
"NER","Arunachal Pradesh","105","4","1.3","1.4","-0.1","41"
"","Assam","1120","124","23.4","14.7","3.0","186"
"","Manipur","108","2","1.4","2.1","-0.7","20"
"","Meghalaya","235","5","4.4","2.2","0.2","52"
"","Mizoram","55","5","1.1","0.9","0.0","17"
"","Nagaland","92","6","1.4","1.4","-0.2","15"
"","Tripura","237","1","3.8","1.2","-0.1","31"
