"","NR","WR","SR","ER","NER"
"Schedule(MU)","108.3","-86.7","50.3","-70.7","-5.8"
"Actual(MU)","110.3","-93.1","54.6","-66.3","-6.6"
"O/D/U/D(MU)","2.0","-6.4","4.3","4.4","-0.8"
