"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","192.5","-181.2","76.0","-76.1","-6.4","4.8"
"Actual(MU)","174.9","-185.9","78.2","-61.2","-6.4","-0.3"
"O/D/U/D(MU)","-17.6","-4.7","2.2","14.9","0.0","-5.1"
