"","NR","WR","SR","ER","NER","All India"
"Coal","280","831","387","388","10","1895"
"Lignite","16","12","50","0","0","78"
"Hydro","145","35","67","45","3","296"
"Nuclear","23","36","52","0","0","110"
"Gas, Naptha & Diesel","20","88","19","0","28","155"
"RES (Wind, Solar, Biomass & Others)","82","81","126","5","0","294"
"Total","567","1082","701","438","41","2829"
