"","NR","WR","SR","ER","NER"
"Schedule(MU)","84.1","-46.3","34.7","-74.7","7.0"
"Actual(MU)","99.1","-57.0","36.5","-88.0","8.5"
"O/D/U/D(MU)","15.0","-10.7","1.8","-13.3","1.5"
