"","NR","WR","SR","ER","NER"
"Schedule(MU)","109.1","-111.0","49.0","-56.2","8.3"
"Actual(MU)","111.2","-106.2","51.9","-64.8","9.9"
"O/D/U/D(MU)","2.1","4.8","2.9","-8.6","1.6"
