"","NR","WR","SR","ER","NER"
"Schedule(MU)","88.3","-50.8","30.5","-69.0","2.8"
"Actual(MU)","83.7","-51.3","35.5","-73.2","3.8"
"O/D/U/D(MU)","-4.6","-0.4","5.0","-4.2","1.0"
