"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5074","0","108.3","56.5","1.0","437"
"","Haryana","6102","0","115.0","55.3","-2.4","321"
"","Rajasthan","7959","0","177.8","36.4","-7.3","0"
"","Delhi","3722","0","77.7","48.1","-0.5","310"
"","UP","9197","580","180.1","81.5","-4.9","848"
"","Uttarakhand","1553","70","29.7","18.0","0.9","206"
"","HP","1238","0","23.8","12.8","0.9","277"
"","J&K","1800","0","31.3","20.3","2.5","423"
"","Chandigarh","192","0","3.8","3.7","0.1","54"
"WR","Chhattisgarh","2742","18","52.0","1.9","-0.6","249"
"","Gujarat","13409","0","307.5","70.4","0.9","695"
"","MP","7075","0","152.5","70.3","0.3","387"
"","Maharashtra","20662","598","433.8","162.0","2.9","628"
"","Goa","402","0","8.4","7.8","0.6","131"
"","DD","271","0","6.0","6.0","0.0","41"
"","DNH","669","0","15.5","15.7","-0.2","57"
"","Essar steel","349","0","6.9","7.9","-1.0","53"
"SR","Andhra Pradesh","4915","1200","114.0","28.5","3.0","357"
"","Telangana","6139","900","134.2","50.3","5.0","366"
"","Karnataka","7345","750","157.5","11.9","1.8","270"
"","Kerala","2934","350","59.9","25.5","2.4","252"
"","Tamil Nadu","11365","1520","265.6","63.7","3.1","326"
"","Pondy","308","40","6.7","6.3","0.4","40"
"ER","Bihar","2351","300","44.5","44.2","-2.1","225"
"","DVC","2345","100","52.3","-10.5","2.4","435"
"","Jharkhand","816","30","18.5","12.8","0.8","135"
"","Odisha","3604","0","64.6","8.3","2.6","485"
"","West Bengal","7168","12","139.3","41.1","1.0","315"
"","Sikkim","80","0","1.5","1.5","0.0","25"
"NER","Arunachal Pradesh","102","3","1.8","1.7","0.1","36"
"","Assam","1230","157","24.6","15.9","1.8","135"
"","Manipur","128","2","2.3","2.2","0.1","39"
"","Meghalaya","251","1","4.5","1.8","-0.1","59"
"","Mizoram","71","1","1.1","1.2","0.0","11"
"","Nagaland","113","1","2.0","1.4","0.1","34"
"","Tripura","233","1","3.4","1.8","-0.3","39"
