"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0.1","0.6","1.9","0.7","93.4","5.9"
"SR GRID","0","0.1","12.7","33.0","12.8","86.0","1.1"
