"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.9","-111.4","38.6","-29.0","6.4"
"Actual(MU)","105.5","-126.7","42.0","-27.3","8.2"
"O/D/U/D(MU)","13.6","-15.3","3.4","1.7","1.8"
