"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","35835","38637","32997","14861","1760","124090"
"Peak Shortage (MW)","3766","215","3141","459","291","7872"
"Energy Met (MU)","784","883","779","287","30","2763"
"Hydro Gen(MU)","106","70","97","22","4","299"
"Wind Gen(MU)","3","10","16","----------","----------","29"
