"","NR","WR","SR","ER","NER","All India"
"Coal","497","1116","408","418","7","2445"
"Lignite","19","14","55","0","0","88"
"Hydro","158","59","133","98","12","460"
"Nuclear","28","29","59","0","0","116"
"Gas, Naptha & Diesel","27","74","14","0","24","139"
"RES (Wind, Solar, Biomass & Others)","46","48","119","2","0","215"
"Total","774","1340","788","518","43","3463"
