"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.3","4.3","1.3","93.2","5.5"
"SR GRID","0.0","0.0","4.4","13.5","4.4","94.9","0.8"
