"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5327","0","109.5","52.8","-1.8","131"
"","Haryana","5542","0","106.9","53.1","-0.3","175"
"","Rajasthan","7407","0","162.5","60.1","0.1","199"
"","Delhi","3602","0","76.3","62.6","-3.3","79"
"","UP","11716","1295","260.9","117.7","-0.6","322"
"","Uttarakhand","1543","75","32.7","22.6","0.2","84"
"","HP","1094","0","22.6","10.2","-0.1","84"
"","J&K","1508","100","29.2","18.9","-3.3","0"
"","Chandigarh","205","0","4.0","3.3","0.7","36"
"WR","Chhattisgarh","3331","59","79.7","22.6","1.6","212"
"","Gujarat","12737","28","285.9","60.2","-3.1","334"
"","MP","6911","22","153.1","75.2","-2.8","182"
"","Maharashtra","18336","186","409.0","119.8","2.3","741"
"","Goa","391","11","7.9","6.5","1.3","106"
"","DD","289","1","6.4","6.1","0.4","42"
"","DNH","659","2","15.5","15.2","0.3","38"
"","Essar steel","391","1","8.6","8.6","0.1","29"
"SR","Andhra Pradesh","10919","1000","258.5","93.2","3.4","521"
"","Karnataka","7609","300","169.1","30.2","0.4","240"
"","Kerala","2750","0","59.7","25.9","0.8","183"
"","Tamil Nadu","12267","676","270.2","97.2","-0.9","361"
"","Pondy","314","0","6.6","7.0","-0.3","29"
"ER","Bihar","2229","150","46.7","43.3","1.1","180"
"","DVC","2490","0","58.0","-18.3","-1.6","160"
"","Jharkhand","1002","198","18.6","11.2","1.1","190"
"","Odisha","3728","0","76.5","21.6","-1.6","180"
"","West Bengal","7138","0","150.0","45.5","-0.1","240"
"","Sikkim","64","0","1.0","1.6","-0.6","18"
"NER","Arunachal Pradesh","99","1","1.4","1.1","0.3","36"
"","Assam","1102","178","21.6","13.8","3.0","187"
"","Manipur","76","14","1.4","1.2","0.2","20"
"","Meghalaya","214","21","2.9","1.9","0.2","78"
"","Mizoram","65","10","0.9","0.8","-0.1","22"
"","Nagaland","93","2","1.5","1.4","-0.2","32"
"","Tripura","231","5","3.1","1.6","-0.7","58"
