"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.3","-67.0","49.6","-84.5","6.2"
"Actual(MU)","86.3","-81.6","49.4","-66.8","8.6"
"O/D/U/D(MU)","-4.0","-14.6","-0.2","17.7","2.4"
