"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","81.3","-176.6","166.3","-76.6","5.7","0.0"
"Actual(MU)","40.1","-166.3","171.4","-56.2","8.0","-3.0"
"O/D/U/D(MU)","-41.2","10.3","5.2","20.3","2.4","-3.0"
