"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.6","-94.3","35.9","-49.9","2.6"
"Actual(MU)","107.8","-98.6","33.4","-43.6","1.7"
"O/D/U/D(MU)","3.2","-4.3","-2.5","6.3","-0.9"
