"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5128","0","102.4","60.6","1.1","246"
"","Haryana","5098","0","106.9","53.7","0.7","287"
"","Rajasthan","7181","0","152.1","82.5","-3.7","282"
"","Delhi","3688","0","71.0","51.3","-0.8","164"
"","UP","9064","2380","200.4","76.1","0.4","171"
"","Uttarakhand","1514","135","29.9","16.7","2.4","208"
"","HP","1221","0","22.9","11.7","1.3","141"
"","J&K","1483","100","29.9","22.4","-0.8","125"
"","Chandigarh","232","0","3.7","3.6","0.1","60"
"WR","Chhattisgarh","2691","19","50.6","16.5","-7.7","202"
"","Gujarat","10782","21","239.8","43.1","-0.7","745"
"","MP","7083","0","144.7","84.5","-2.1","270"
"","Maharashtra","16127","576","357.3","114.0","-1.8","459"
"","Goa","411","0","8.3","7.8","-0.1","0"
"","DD","264","0","6.3","6.1","0.2","55"
"","DNH","647","0","15.1","14.8","0.3","41"
"","Essar steel","259","0","5.4","5.2","0.2","51"
"SR","Andhra Pradesh","9831","0","205.9","69.1","1.0","272"
"","Karnataka","6747","300","133.8","20.3","0.1","237"
"","Kerala","3179","150","57.2","25.1","1.4","237"
"","Tamil Nadu","10868","619","236.0","81.0","-0.6","174"
"","Pondy","305","0","5.9","6.2","-0.3","32"
"ER","Bihar","2163","250","41.2","42.5","-1.3","70"
"","DVC","3330","0","49.0","-19.7","-0.1","110"
"","Jharkhand","892","0","20.0","13.1","-1.3","0"
"","Odisha","3076","0","58.0","10.6","-4.4","240"
"","West Bengal","6557","0","115.2","29.4","5.5","295"
"","Sikkim","96","0","1.4","1.1","0.3","10"
"NER","Arunachal Pradesh","113","2","1.4","1.2","0.1","45"
"","Assam","1130","112","21.5","14.0","2.2","232"
"","Manipur","98","3","1.5","2.0","-0.5","23"
"","Meghalaya","264","1","4.5","2.3","-0.1","50"
"","Mizoram","57","3","1.1","0.9","0.0","22"
"","Nagaland","94","1","1.4","1.2","0.0","34"
"","Tripura","202","8","3.3","0.6","0.1","54"
