"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","48941","49191","40163","21518","2104","161917"
"Peak Shortage (MW)","529","0","0","0","465","994"
"Energy Met (MU)","1054","1247","992","471","40","3804"
"Hydro Gen (MU)","262","35","66","76","4","443"
"Wind Gen (MU)","8","67","31","----------","----------","106"
"Solar Gen (MU)*","32.50","26.98","74.73","0.95","0.03","135"
"Energy Shortage (MU)","10.5","0.0","0.0","0.0","3.2","13.7"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","52892","55242","43377","22687","2063","174344"
"","23:18","23:55","22:50","00:00","19:54","22:42"
