"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.36","1.89","9.24","11.49","74.81","13.70"
"SR GRID","0.00","0.40","1.90","9.20","11.50","74.80","13.70"
