"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","41341","45882","42960","16319","2344","148846"
"Peak Shortage (MW)","701","0","0","0","105","806"
"Energy Met (MU)","850","1080","993","345","43","3309"
"Hydro Gen (MU)","116","22","81","24","5","248"
"Wind Gen (MU)","11","37","23","----------","----------","72"
"Solar Gen (MU)*","23.02","22.7","67.34","0.55","0.03","114"
"Energy Shortage (MU)","9.0","0.3","0.0","0.0","0.3","9.6"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","42676","53733","45502","17337","2484","156477"
"","19:01","10:19","09:38","19:09","18:24","09:40"
