"Share of RES in total generation (%)","8.76","5.79","16.91","0.40","0.11","8.37"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","34.27","10.33","28.80","10.65","7.48","20.18"
