"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4342","0","88.8","53.6","-1.7","119"
"","Haryana","4943","9","85.2","62.2","-1.2","411"
"","Rajasthan","6642","0","133.1","37.2","-1.1","340"
"","Delhi","3299","3","64.5","55.2","-3.1","170"
"","UP","10338","1510","201.4","93.3","-11.0","363"
"","Uttarakhand","1434","75","29.4","20.7","0.1","162"
"","HP","1295","0","25.3","13.2","1.4","235"
"","J&K","1534","100","31.4","20.5","-0.7","170"
"","Chandigarh","182","0","3.5","3.3","0.2","21"
"WR","Chhattisgarh","3336","56","72.0","14.9","-0.4","173"
"","Gujarat","12798","70","285.8","54.6","1.0","287"
"","MP","6549","12","142.0","74.9","-2.1","261"
"","Maharashtra","17779","136","395.6","122.4","5.5","579"
"","Goa","382","121","8.3","7.0","0.6","108"
"","DD","286","1","6.4","6.3","0.1","20"
"","DNH","654","1","15.2","15.3","-0.1","14"
"","Essar steel","417","1","9.3","9.2","0.1","29"
"SR","Andhra Pradesh","11685","1000","265.3","95.7","3.4","615"
"","Karnataka","7989","400","168.2","26.3","0.0","345"
"","Kerala","3166","0","60.1","26.3","1.3","231"
"","Tamil Nadu","12397","835","286.6","100.1","0.1","293"
"","Pondy","332","0","7.2","7.2","0.0","32"
"ER","Bihar","2406","200","48.3","42.8","2.8","240"
"","DVC","2570","48","49.4","-16.4","-0.5","140"
"","Jharkhand","1064","0","19.5","9.3","0.7","190"
"","Odisha","3764","0","74.5","16.3","-0.4","200"
"","West Bengal","7210","83","145.8","43.9","-1.6","180"
"","Sikkim","116","0","1.4","1.0","0.4","32"
"NER","Arunachal Pradesh","98","2","1.5","1.1","0.4","40"
"","Assam","1048","220","19.4","11.1","4.0","196"
"","Manipur","108","2","1.6","1.4","0.2","35"
"","Meghalaya","255","5","4.0","3.2","0.2","61"
"","Mizoram","69","6","1.1","0.9","0.0","16"
"","Nagaland","93","2","1.4","1.4","-0.3","28"
"","Tripura","241","4","2.7","1.0","-0.3","51"
