"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.39","10.10","10.50","53.65","35.86"
"SR GRID","0.00","0.00","0.39","10.10","10.50","53.65","B. Frequency Profile (%)35.86"
