"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4087","0","71.3","44.1","1.3","246"
"","Haryana","4518","0","76.5","57.5","0.4","414"
"","Rajasthan","7638","0","157.2","60.6","3.5","428"
"","Delhi","2997","42","51.1","39.8","1.7","385"
"","UP","9795","1865","207.2","69.6","-2.1","444"
"","Uttarakhand","1335","305","29.6","17.0","3.2","329"
"","HP","1131","0","21.9","12.8","0.9","188"
"","J&K","1574","278","34.4","29.0","-3.8","126"
"","Chandigarh","174","0","3.0","3.2","0.3","9"
"WR","Chhattisgarh","3344","96","75.5","20.1","0.8","371"
"","Gujarat","11262","0","247.8","66.5","-0.4","553"
"","MP","6768","0","144.2","78.0","-1.9","314"
"","Maharashtra","16015","69","334.4","97.1","-0.1","406"
"","Goa","394","0","7.6","7.1","-0.2","123"
"","DD","270","0","5.8","5.7","0.1","34"
"","DNH","667","0","14.9","15.0","-0.3","39"
"","Essar steel","491","0","10.6","10.9","-0.3","93"
"SR","Andhra Pradesh","6816","0","137.6","19.4","1.8","429"
"","Telangana","5814","0","134.2","74.0","2.3","445"
"","Karnataka","7706","300","163.6","32.5","2.8","558"
"","Kerala","3102","0","57.5","43.2","1.4","243"
"","Tamil Nadu","11219","704","260.1","107.4","0.3","287"
"","Pondy","270","0","6.0","5.9","0.1","37"
"ER","Bihar","2575","100","51.9","46.9","-0.1","245"
"","DVC","2356","0","54.1","-16.5","0.5","295"
"","Jharkhand","933","0","20.7","13.7","0.4","110"
"","Odisha","3583","0","65.0","22.9","0.9","365"
"","West Bengal","6418","0","117.1","16.2","1.5","412"
"","Sikkim","85","0","1.6","1.2","0.3","20"
"NER","Arunachal Pradesh","105","5","1.6","1.1","0.5","40"
"","Assam","1177","49","20.9","12.6","3.7","160"
"","Manipur","120","6","1.8","1.8","0.1","55"
"","Meghalaya","318","2","4.5","4.0","-1.0","55"
"","Mizoram","77","8","1.2","0.8","0.3","31"
"","Nagaland","120","5","2.5","1.3","1.1","43"
"","Tripura","185","21","2.1","0.2","0.2","66"
