"","NR","WR","SR","ER","NER","All India"
"Coal","403","891","395","309","8","2006"
"Lignite","19","13","42","0","0","74"
"Hydro","260","101","162","132","24","679"
"Nuclear","23","30","60","0","0","113"
"Gas, Naptha & Diesel","29","60","16","0","27","132"
"RES (Wind, Solar, Biomass & Others)","52","94","132","2","0","280"
"Total","785","1188","807","443","59","3282"
