"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.56","8.40","8.96","79.93","11.11"
"SR GRID","0.00","0.00","0.56","8.40","8.96","79.93","11.11"
