"","NR","WR","SR","ER","NER"
"Schedule(MU)","131.2","-118.6","46.6","-68.0","8.1"
"Actual(MU)","132.0","-136.2","51.8","-61.1","9.9"
"O/D/U/D(MU)","0.8","-17.6","5.2","6.9","1.8"
