"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.0","-118.0","38.7","-28.1","5.9"
"Actual(MU)","94.9","-122.1","43.3","-23.9","8.3"
"O/D/U/D(MU)","-5.1","-4.1","4.6","4.2","2.4"
