"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.1","0.7","2.3","0.8","92.9","6.3"
"SR GRID","0.0","0.3","4.2","12.4","4.5","92.0","3.5"
