"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6634","0","143.0","79.9","1.0","136"
"","Haryana","5869","374","129.7","69.6","0.0","190"
"","Rajasthan","7339","0","157.3","78.1","-4.0","79"
"","Delhi","4274","0","91.0","63.1","1.3","314"
"","UP","10635","2150","234.3","108.3","-0.3","248"
"","Uttarakhand","1528","145","32.4","13.8","2.3","279"
"","HP","1227","0","24.1","9.5","0.3","411"
"","J&K","1698","100","32.7","16.9","2.5","263"
"","Chandigarh","233","0","4.7","4.5","0.2","50"
"WR","Chhattisgarh","2798","19","59.3","3.6","1.3","314"
"","Gujarat","9567","30","202.8","33.2","-2.7","428"
"","MP","6222","0","126.0","44.6","-2.8","255"
"","Maharashtra","15511","58","345.0","100.8","1.1","650"
"","Goa","386","0","8.1","7.3","0.2","22"
"","DD","266","0","6.2","6.3","-0.1","26"
"","DNH","638","0","15.0","14.6","0.4","61"
"","Essar steel","347","0","6.5","6.3","0.3","51"
"SR","Andhra Pradesh","10111","500","225.5","101.9","3.2","348"
"","Karnataka","7916","300","159.8","17.2","-1.1","289"
"","Kerala","3251","75","58.0","21.1","1.2","347"
"","Tamil Nadu","11415","643","245.0","79.2","-2.1","156"
"","Pondy","303","28","6.2","6.4","-0.2","29"
"ER","Bihar","2246","0","44.0","42.8","1.2","200"
"","DVC","2667","0","55.2","-20.7","-2.3","250"
"","Jharkhand","998","0","19.8","11.1","-0.8","75"
"","Odisha","3647","0","68.8","2.4","-2.1","250"
"","West Bengal","6821","78","126.3","28.9","3.2","400"
"","Sikkim","95","0","1.3","1.2","0.1","23"
"NER","Arunachal Pradesh","103","2","1.4","1.4","0.0","45"
"","Assam","1177","104","22.6","13.6","3.0","216"
"","Manipur","104","1","1.4","2.0","-0.6","31"
"","Meghalaya","265","13","4.0","0.4","-0.7","58"
"","Mizoram","55","7","1.0","1.0","-0.1","17"
"","Nagaland","98","1","1.4","1.2","0.0","23"
"","Tripura","250","5","3.7","1.8","-0.6","18"
