"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","0.6","0.1","70.3","29.6"
"SR GRID","0.0","0.0","2.6","4.6","2.6","75.5","21.9"
