"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5269","0","107.2","59.5","3.8","380"
"","Haryana","5312","93","100.7","57.4","-0.6","248"
"","Rajasthan","6887","0","143.1","78.3","-1.8","292"
"","Delhi","3917","0","76.8","56.0","1.7","320"
"","UP","9037","1930","190.6","86.5","-1.3","718"
"","Uttarakhand","1441","0","29.4","13.8","0.9","149"
"","HP","1205","0","22.3","7.9","1.9","346"
"","J&K","1629","100","31.1","17.0","0.6","153"
"","Chandigarh","208","0","4.0","4.0","0.1","23"
"WR","Chhattisgarh","2201","20","52.3","5.3","0.0","103"
"","Gujarat","99.35","33","209.7","44.5","5.9","829"
"","MP","5615","2","113.0","38.5","-3.6","77"
"","Maharashtra","14969","415","326.4","90.9","1.1","886"
"","Goa","405","20","8.0","5.9","1.5","100"
"","DD","242","0","5.0","5.3","-0.3","13"
"","DNH","617","0","13.9","13.9","0.0","21"
"","Essar steel","283","0","6.0","5.9","0.2","51"
"SR","Andhra Pradesh","10426","0","236.4","80.6","2.1","423"
"","Karnataka","7248","500","150.8","13.0","-1.5","168"
"","Kerala","2990","450","56.1","17.2","1.3","261"
"","Tamil Nadu","11290","615","245.8","62.8","0.4","314"
"","Pondy","283","50","5.6","5.2","0.4","59"
"ER","Bihar","736","1200","9.6","24.1","-14.5","0"
"","DVC","2049","0","40.1","-19.0","0.1","380"
"","Jharkhand","625","0","9.7","12.1","-2.9","0"
"","Odisha","2147","0","34.7","8.6","-3.3","0"
"","West Bengal","5181","0","83.6","21.1","2.2","470"
"","Sikkim","66","0","0.9","1.8","-0.9","5"
"NER","Arunachal Pradesh","95","4","1.3","1.4","-0.1","36"
"","Assam","1095","53","18.9","12.1","0.3","177"
"","Manipur","96","3","1.4","2.1","-0.7","22"
"","Meghalaya","246","1","4.2","0.8","0.8","134"
"","Mizoram","52","4","1.0","1.0","-0.3","19"
"","Nagaland","97","3","1.4","1.3","0.0","17"
"","Tripura","225","0","3.9","1.5","-0.3","26"
