"","NR","WR","SR","ER","NER"
"Schedule(MU)","106.2","-79.3","45.2","-76.7","3.8"
"Actual(MU)","112.1","-59.0","45.5","-104.5","1.3"
"O/D/U/D(MU)","5.9","20.3","0.3","-27.8","-2.5"
