"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.9","-86.7","29.7","-55.2","4.8"
"Actual(MU)","99.5","-85.0","26.6","-53.7","9.2"
"O/D/U/D(MU)","-4.4","1.8","-3.1","1.5","4.4"
